0,100,300,500,1000
1,100,300,500,1100
2,100,300,500,1200
3,100,300,500,1400
4,100,300,500,1500
5,100,300,500,1600
6,100,300,500,1700
7,100,300,500,1800
8,100,300,500,2000
9,100,300,500,2100
10,100,300,500,2200
11,100,300,500,2300
12,100,300,500,2400
13,100,300,500,2600
14,100,300,500,2700
15,100,300,500,2800
16,100,300,500,2900
17,100,300,500,3000
18,100,300,500,3200
19,100,300,500,3300
20,100,300,500,3400
21,100,300,500,3500
22,100,300,500,3600
23,100,300,500,3800
24,100,300,500,3900
25,100,300,500,4000
26,100,300,500,4100
27,100,300,500,4200
28,100,300,500,4400
29,100,300,500,4500
30,100,300,500,4600
31,100,300,500,4700
32,100,300,500,4800
33,100,300,500,5000
34,100,300,500,5100
35,100,300,500,5200
36,100,300,500,5300
37,100,300,500,5400
38,100,300,600,5600
39,100,400,600,5700
40,200,400,600,5800
41,200,400,600,5900
42,200,400,600,6000
43,200,400,600,6200
44,200,400,600,6300
45,200,400,600,6400
46,200,400,600,6500
47,200,400,600,6600
48,200,400,600,6800
49,200,400,600,6900
50,200,400,600,7000
51,200,400,600,7100
52,200,400,600,7200
53,200,400,700,7400
54,200,400,700,7500
55,200,500,700,7600
56,200,500,700,7700
57,300,500,700,7800
58,300,500,700,8000
59,300,500,700,8100
60,300,500,700,8200
61,300,500,700,8300
62,300,500,700,8400
63,300,500,700,8600
64,300,500,800,8700
65,300,600,800,8800
66,300,600,800,8900
67,400,600,800,9000
68,400,600,800,9200
69,400,600,800,9300
70,400,600,800,9400
71,400,600,900,9500
72,400,600,900,9600
73,400,700,900,9800
74,400,700,900,9900
75,500,700,900,10000
76,500,700,900,10100
77,500,700,1000,10200
78,500,700,1000,10400
79,500,800,1000,10500
80,500,800,1000,10600
81,500,800,1000,10700
82,500,800,1100,10800
83,500,800,1100,11000
84,500,800,1100,11100
85,500,900,1100,11200
86,500,900,1100,11300
87,600,900,1200,11400
88,600,900,1200,11600
89,600,1000,1200,11700
90,600,1000,1300,11800
91,600,1000,1300,11900
92,600,1000,1300,12000
93,800,1100,1400,12200
94,800,1100,1400,12300
95,800,1100,1400,12400
96,800,1100,1400,12500
97,900,1200,1500,12600
98,900,1200,1500,12800
99,900,1200,1600,12900
100,1000,1300,1600,13000
101,1000,1300,1700,13100
102,1000,1300,1700,13200
103,1100,1400,1700,13400
104,1100,1400,1800,13500
105,1100,1500,1800,13600
106,1200,1500,1900,13700
107,1200,1600,1900,13800
108,1200,1600,1900,14000
109,1300,1600,2000,14100
110,1300,1700,2100,14200
111,1400,1700,2100,14300
112,1400,1800,2200,14400
113,1400,1800,2300,14600
114,1500,1900,2300,14700
115,1500,1900,2400,14800
116,1500,2000,2400,14900
117,1600,2100,2500,15000
118,1600,2100,2600,15200
119,1700,2200,2700,15300
120,1700,2200,2700,15400
121,1800,2300,2800,15500
122,1800,2300,2900,15600
123,1900,2400,3000,15800
124,2000,2500,3000,15900
125,2100,2600,3200,16000
126,2100,2600,3200,16100
127,2200,2700,3400,16200
128,2200,2800,3400,16400
129,2300,2900,3600,16500
130,2300,2900,3600,16600
131,2500,3100,3800,16700
132,2500,3100,3800,16800
133,2600,3300,4000,17000
134,2600,3300,4100,17100
135,2800,3500,4300,17200
136,2800,3500,4300,17300
137,2900,3700,4500,17400
138,3000,3700,4600,17600
139,3100,3900,4800,17700
140,3200,3900,4800,17800
141,3300,4100,5100,17900
142,3300,4200,5100,18000
143,3500,4400,5400,18200
144,3600,4400,5500,18300
145,3700,4700,5700,18400
146,3800,4700,5800,18500
147,4000,4900,6100,18600
148,4000,5000,6200,18800
149,4200,5300,6500,18900
150,4200,5300,6600,19000
151,4500,5600,6900,19100
152,4500,5600,7000,19200
153,4700,5900,7300,19400
154,4800,6000,7400,19500
155,5000,6300,7800,19600
156,5100,6400,7900,19700
157,5300,6700,8300,19800
158,5400,6700,8400,20000
159,5500,7100,8800,20100
160,5700,7200,8900,20200
161,6000,7500,9400,20300
162,6000,7600,9500,20400
163,6300,8000,10000,20600
164,6400,8100,10100,20700
165,6700,8500,10600,20800
166,6800,8600,10800,20900
167,7100,9000,11300,21000
168,7200,9100,11400,21200
169,7600,9600,12100,21300
170,7600,9700,12200,21400
171,8000,10200,12800,21500
172,8100,10300,13000,21600
173,8500,10800,13700,21800
174,8600,10900,13800,21900
175,9000,11500,14600,22000
176,9100,11600,14700,22100
177,9500,12200,15500,22200
178,9600,12300,15700,22400
179,10100,13000,16500,22500
180,10200,13100,16700,22600
181,10700,13800,17600,22700
182,10800,13900,17800,22800
183,11400,14600,18700,23000
184,11500,14800,18900,23100
185,12100,15600,20000,23200
186,12200,15700,20200,23300
187,12800,16500,21300,23400
188,12900,16700,21500,23600
189,13500,17600,22700,23700
190,13700,17700,22900,23800
191,14400,18700,24200,23900
192,14500,18800,24400,24000
193,15200,19800,25700,24200
194,15400,20000,26000,24300
195,16100,21100,27400,24400
196,16300,21300,27700,24500
197,17100,22400,29200,24600
198,17300,22600,29500,24800
199,18100,23800,31100,24900
200,0,0,0,0
